,temp,APC（E2步骤）,source_RF（E2步骤）,LF_RF（E2步骤）,SF6（E2步骤）,C4F8（DEP步骤）,DEP time,etch time,,Zmin_1,Zmin_2,Zmin_3,Zmin_4,Zmin_5,Zmin_6,Zmin_7,Zmin_8,Zmin_9,Zmin_9_2,F_Flux_1,F_Flux_2,F_Flux_3,F_Flux_4,F_Flux_5,F_Flux_6,F_Flux_7,F_Flux_8,F_Flux_9,F_Flux_9_2,Ion_Flux_1,Ion_Flux_2,Ion_Flux_3,Ion_Flux_4,Ion_Flux_5,Ion_Flux_6,Ion_Flux_7,Ion_Flux_8,Ion_Flux_9,Ion_Flux_9_2,h0_1,h0_2,h0_3,h0_4,h0_5,h0_6,h0_7,h0_8,h0_9,h1_1,h1_2,h1_3,h1_4,h1_5,h1_6,h1_7,h1_8,h1_9,d0_1,d0_2,d0_3,d0_4,d0_5,d0_6,d0_7,d0_8,d0_9,d1_1,d1_2,d1_3,d1_4,d1_5,d1_6,d1_7,d1_8,d1_9,w1,w2,w3,w4,w5,w6,w7,w8,w9
cas167,10,85,1400,30,200,650,1.6,0.4,case167,-0.13472983,-0.271263086,-0.407486734,-0.527706187,-0.650100361,-0.772083361,-0.889913559,-1.008761241,-1.116439802,-1.129703688,0.192445397,0.183604523,0.174379435,0.167828763,0.163146623,0.155438788,0.15207235,0.147586569,0.140651387,0.135787873,0.003640216,0.003527437,0.003715073,0.003708442,0.003682488,0.003581416,0.003474265,0.003599848,0.003379341,0.003284043,-0.132761027,0.13410716,0.121552425,0.123835117,0.128148701,0.116097501,0.116987092,0.098155013,0.158059652,-0.138467714,0.031957448,0.216800104,0.125030471,0.122485689,0.121189824,0.112992423,0.102435044,0.158344971,0.068997026,0.055117903,0.044452241,0.045219931,0.039689628,0.036667701,0.036751746,0.026046086,0.023796543,0.072502474,0.055611608,0,0.018571018,0.035750995,0.036216737,0.037196329,0.02630608,0.024647794,0.369028489,0.338258501,0.327492679,0.319142626,0.308840003,0.30270958,0.299385385,0.241363545,0.273902836
cas168,0,20,2200,115,600,500,3.6,0.8,case168,-0.106019488,-0.217161592,-0.316873951,-0.419823212,-0.52281166,-0.620532976,-0.716161361,-0.804352503,-0.895347639,-0.900884855,0.044793663,0.042782192,0.041101723,0.039732399,0.036986294,0.036031826,0.03408017,0.033131572,0.031632569,0.031554141,0.006235819,0.006251979,0.006313358,0.006342027,0.006222784,0.00631408,0.006242618,0.006280184,0.006076161,0.006128914,-0.099662242,0.098155017,0.100437699,0.097013682,0.101579015,0.089024339,0.087882979,0.087026962,0.14010292,-0.095096893,0.09701368,0.10500305,0.094731003,0.09330434,0.089594986,0.087597634,0.118699099,0.11984417,0.026316549,0.016478385,0.013485113,0.011106566,0.006627846,0.006377915,0.006586886,0.007225472,0.005854703,0.024785368,0.016265912,0.019263478,0.010138004,0.00986272,0.007929616,0.006856539,0.010809738,0.005221941,0.245927106,0.227569486,0.22938064,0.219545984,0.216086867,0.212143123,0.209598643,0.208776158,0.198705159
cas169,-10,75,1400,150,150,800,0,2.4,case169,-0.458612016,-0.874811549,-1.279033329,-1.662781162,-2.036242229,-2.400735485,-2.750584512,-3.083776831,-3.409018147,-3.417006714,0.114070324,0.097832121,0.092818402,0,0.087387428,0.082332553,0.080168811,0.07839948,0.075217069,0.073604935,0.003857094,0.003714462,0.003676249,0,0.003121808,0.003073219,0.002806675,0.002624355,0.002423871,0.002423329,-0.423802078,0.394902749,0.384173972,0.3862288,0.34722444,0.339051196,0.327172824,0.33822591,0.476224746,-0.418951396,0.391764058,0.380499789,0.378002473,0.349374737,0.374305384,0.321130787,0.345254592,0.457723499,0.240492362,0.223660359,0.189281895,0.155169768,0.168494022,0.126474902,0.116872632,0.09453463,0.093290969,0.240266872,0.271974802,0.244207047,0.143276814,0.156804598,0.125112854,0.128609333,0.10020523,0.107074405,0.822478241,0.837354168,0.82509374,0.735653009,0.775662042,0.745832736,0.755745227,0.754765081,0.751467166
cas170,-15,40,2600,145,750,500,3.2,4,case170,-0.481273685,-0.913684551,-1.328236384,-1.713671667,-2.077498743,-2.418899877,-2.737762562,-3.037718846,-3.333793657,-3.33850967,0.058650422,0,0.043158284,0.03950384,0.037445064,0.036292277,0.035289519,0.034524342,0.033670386,0.032679728,0.006020982,0,0.005707668,0.005370965,0.004892031,0.004428056,0.004070571,0.003677099,0.003417376,0.003300314,-0.44320482,0.418300152,0.386431481,0.375696625,0.348963891,0.326422504,0.302169085,0.295891694,0.441429419,-0.447770166,0.382348022,0.414305491,0.37635604,0.350213953,0.322547998,0.322294133,0.290375199,0.432298668,0.199849828,0.160330924,0.123981794,0.09976178,0.088149905,0.078433148,0.064756566,0.061022933,0.053203848,0.202214571,0.159938614,0.08941378,0.102152129,0.082268371,0.079099414,0.069208193,0.056716147,0.058412611,0.648604815,0.566809954,0.530741276,0.507908081,0.495906089,0.501569164,0.497701962,0.500358719,0.5114774
cas171,10,35,3200,95,700,450,1.2,1.6,case171,-0.245278351,-0.48430865,-0.715680574,-0.92935479,-1.138848632,-1.33796912,-1.535006974,-1.726203612,-1.913192221,-1.919877359,0.069264245,0.061501613,0.057298665,0.053367462,0.051992452,0.048473408,0.047222278,0.045289108,0.044282339,0.04405844,0.009371074,0.009401972,0.009276808,0.009076705,0.00893874,0.008699985,0.008303187,0.007947354,0.00769162,0.00768639,-0.225209357,0.212574101,0.214286102,0.204870062,0.198022042,0.194598028,0.185752664,0.186608672,0.29795633,-0.22406802,0.215427446,0.217710108,0.206011406,0.19602469,0.190032669,0.182328684,0.181187306,0.30708703,0.096373929,0.081555159,0.06265818,0.059246258,0.045904007,0.044933881,0.041231098,0.036494306,0.029603605,0.096301522,0.079679419,0.065734837,0.053602433,0.04842064,0.04572572,0.038277265,0.031758735,0.02956342,0.451831992,0.420391119,0.403338467,0.39937275,0.391947767,0.39523937,0.390580197,0.388569985,0.385522073
cas172,0,95,1700,125,150,250,2,2,case172,-0.464597592,-0.893051541,-1.292144426,-1.678002098,-2.039333837,-2.38393179,-2.714544764,-3.03678086,-3.346096695,-3.355253527,0.143758963,0.122761252,0.116692543,0.10969634,0.102895474,0.099036861,0.09456208,0.093681294,0.091223434,0.088963994,0.00425589,0.004195417,0.003996532,0.003806896,0.003614455,0.003304198,0.002923712,0.002949638,0.002649343,0.002551188,-0.440922133,0.412022804,0.398326755,0.378353374,0.34183056,0.341268761,0.316265992,0.309178114,0.417085035,-0.436652239,0.420719236,0.396844344,0.370273232,0.3481079,0.318718501,0.335526943,0.301054035,0.427357095,0.251096148,0.219793907,0.207617874,0.170789196,0.149889208,0.140256588,0.133571249,0.10865481,0.079103998,0.247567126,0.214057288,0.200454242,0.168652881,0.154836833,0.142313557,0.113078802,0.10428477,0.094612161,0.808142114,0.743330035,0.747165949,0.705742657,0.693337003,0.623134774,0.693971714,0.682749685,0.676222896
cas173,20,75,2700,70,500,200,3.6,3.6,case173,-0.634222043,-1.191118943,-1.718675073,-2.200587741,-2.65579015,-3.086338273,-3.497589384,-3.895427082,-4.288365857,-4.294829913,0.094290772,0,0.074135622,0.068550398,0.066285934,0.063307618,0.062138056,0.059725417,0.058404097,0.058198406,0.005944955,0,0.005046036,0.004514904,0.004182527,0.003730525,0.003462895,0.003114856,0.00288489,0.002954985,-0.589581336,0.533860598,0.515599183,0.460529702,0.469945635,0.402892113,0.402216332,0.36876096,0.551444053,-0.593005359,0.528153888,0.51930855,0.472513693,0.437424558,0.416295835,0.41345535,0.360371419,0.554301261,0.313798329,0.270136187,0.226231998,0.193774198,0.181512141,0.172438707,0.155936163,0.136640291,0.113655312,0.310342635,0.267380646,0.219096455,0.203181071,0.182556074,0.163229775,0.144666553,0.115624059,0.124858659,0.946941769,0.860317639,0.820402646,0.805078265,0.809729107,0.822057825,0.818218434,0.724755072,0.82868717
cas174,0,20,1700,95,600,700,1.6,1.2,case174,-0.140479319,-0.275931819,-0.407935942,-0.534560321,-0.656253983,-0.779207419,-0.898528542,-1.017757975,-1.131324279,-1.136115206,0.042628932,0.040783832,0.037720912,0.035944383,0.034798249,0.032439781,0.031457854,0.02940796,0.027837754,0.027917035,0.004530129,0.004486552,0.004509821,0.004520558,0.004587512,0.004561626,0.004514935,0.004422254,0.004302523,0.004362915,-0.125913003,0.118984431,0.124405784,0.119269763,0.120125754,0.11955509,0.113211904,0.139308998,0.15534048,-0.125913002,0.123264446,0.122123101,0.118699095,0.114989741,0.12240845,0.109568383,0.11099508,0.18815391,0.046532063,0.035556829,0.026026429,0.022175004,0.018633746,0.015822793,0.015089243,0.014525939,0.005699602,0.047919465,0.037500465,0.028402088,0.023700459,0.021655756,0.020662394,0.013123986,0.014912508,0.014407584,0.317318348,0.295924115,0.282934069,0.276836046,0.273684844,0.271095874,0.263543788,0.263578623,0.251764651
cas175,-15,45,2700,60,100,500,1.2,3.6,case175,-0.3993803,-0.766543691,-1.108258401,-1.433196798,-1.73624647,-2.031197506,-2.315427925,-2.584466253,-2.845914066,-2.850044748,0.074939931,0.06475585,0.060267673,0,0.05410132,0.051310856,0.049207144,0.047068559,0.045472162,0.04506591,0.02240347,0.021835071,0.020214311,0,0.017046992,0.015598486,0.014326211,0.013159586,0.012402548,0.012254835,-0.383855262,0.357346079,0.350283171,0.317006435,0.291326404,0.287902338,0.280483706,0.264790262,0.31705109,-0.384996597,0.321800896,0.378459798,0.32009496,0.292684214,0.297387259,0.274198157,0.261089018,0.319333846,0.237762322,0.208640691,0.183523089,0.164539284,0.151369156,0.134422496,0.126270667,0.127203319,0.108805363,0.238038358,0.215410085,0.154374082,0.162928626,0.155742386,0.131272603,0.133293585,0.122086942,0.110796745,0.753051897,0.701301993,0.668123758,0.639460117,0.62856754,0.615566399,0.608099529,0.598752374,0.58874537
cas176,-15,20,2900,110,500,500,1.6,2.8,case176,-0.300730229,-0.592911193,-0.861623388,-1.122932609,-1.369217526,-1.61035147,-1.83268899,-2.045318706,-2.246089646,-2.250608265,0.036723812,0.031771825,0.029631847,0.027029351,0.025200334,0.023958092,0.022705522,0.021794314,0.020923767,0.02103265,0.010301309,0.010207725,0.010077418,0.00989578,0.009368694,0.008866339,0.00855573,0.008075592,0.007648571,0.007479421,-0.259449482,0.260510274,0.250808903,0.229694171,0.235115486,0.215712786,0.254803606,0.261651584,0.282861974,-0.260590834,0.262792936,0.243390194,0.236827527,0.220278135,0.250808886,0.259939619,0.218893409,0.297086724,0.087150832,0.065247268,0.048565144,0.036822903,0.027486726,0.022054755,0.02269224,0.018714297,0.009405513,0.086334402,0.066792244,0.048064184,0.039914438,0.029136417,0.026239018,0.018387753,0.006391246,0.009635705,0.430457309,0.389011587,0.373386805,0.369155986,0.362766489,0.364740294,0.319915499,0.273209753,0.344248495
cas177,-15,35,3200,80,350,900,0,2.8,case177,-0.349709295,-0.678929403,-0.994420854,-1.296462957,-1.584216722,-1.857852404,-2.12041303,-2.376775435,-2.627369183,-2.632586761,0.063135358,0.05552414,0.051765698,0.049542524,0.047474236,0.045015848,0.043817577,0.042650668,0.041886159,0.041147098,0.016136432,0.016131003,0.015447507,0.014736004,0.013729946,0.01299664,0.012024839,0.011430497,0.010769156,0.010604003,-0.300252301,0.315338842,0.293279341,0.294750375,0.282881481,0.255445838,0.25490221,0.261651618,0.374084754,-0.300069558,0.303942267,0.296013296,0.302169076,0.27221368,0.275628311,0.249653254,0.235037701,0.397859616,0.140537964,0.124126817,0.10788835,0.094618228,0.080748963,0.077796226,0.068230593,0.076544094,0.069251708,0.137254507,0.121346121,0.101139788,0.089476493,0.086166135,0.070046483,0.073890278,0.077499044,0.059458165,0.599760062,0.567440528,0.552876329,0.548696267,0.539723263,0.540510971,0.544630278,0.560523192,0.54235844
cas178,-10,30,2000,40,450,550,1.6,1.2,case178,-0.172472436,-0.346883283,-0.506055148,-0.657595062,-0.807612519,-0.960985371,-1.104475838,-1.24173863,-1.375269923,-1.380894864,0.06513407,0.059414912,0.055995522,0.053111612,0.05063816,0.047444444,0.046881454,0.044339138,0.042353197,0.041915228,0.005804581,0.005802575,0.00582865,0.005742987,0.005698303,0.005615413,0.005487034,0.005452257,0.005286782,0.005162516,-0.160153125,0.151797878,0.152083214,0.151512546,0.144949836,0.142076135,0.138692907,0.133821777,0.205807446,-0.156729113,0.154080555,0.156363223,0.152083222,0.140099159,0.149515212,0.125245512,0.144110152,0.202668717,0.069328932,0.053745315,0.045941465,0.041649003,0.036989045,0.033192149,0.035145172,0.030472995,0.027888179,0.071366274,0.056120038,0.046593615,0.036606882,0.035647589,0.030657166,0.033260496,0.031385347,0.025904759,0.376024719,0.345194866,0.333499141,0.322546208,0.317935475,0.309847342,0.315035124,0.30324362,0.297345669
cas179,0,40,2200,70,400,400,2.4,0,case179,-0.059814416,-0.117780528,-0.177033962,-0.238590111,-0.29082334,-0.349831991,-0.412101719,-0.471647403,-0.531577201,-0.538117104,0.050751648,0.051275665,0.048889515,0,0.045917583,0.046487792,0.04598789,0.044013656,0.043227333,0.042904918,0,0,0,0,0,0,0,0,0,0,0.0498,0.0425,0.057,0.0653,0.0439,0.0645,0.055,0.0687,0.088,,,,,,,,,,0.012,0.005,0.0054,0.005,0.005,0.0036,0.013,0.0016,0.005,,,,,,,,,,0.24682,0.24026,0.2435,0.2348,0.2345,0.2426,0.2281,0.2221,0.2145
cas180,20,40,2700,95,500,750,2,2.4,case180,-0.314018719,-0.618574076,-0.892069833,-1.158791487,-1.419783136,-1.66674424,-1.890132499,-2.108725701,-2.309716523,-2.315279254,0.072616285,0.06139064,0.057104653,0.053132333,0.049832322,0.04725806,0.045926876,0.043771904,0.043262533,0.042355296,0.007896757,0.007962887,0.007784256,0.007442371,0.007082165,0.006546383,0.006136531,0.005631144,0.005302706,0.005257387,-0.303676311,0.286475688,0.26393428,0.262792962,0.245102201,0.235686183,0.220848799,0.217995405,0.278767424,-0.301393641,0.179724178,0.374073471,0.257978584,0.246814234,0.233688814,0.225128838,0.208864774,0.287612719,0.144697612,0.11119335,0.091566241,0.07698138,0.064208686,0.054300996,0.057823002,0.053309594,0.044635569,0.142157744,0.112333306,0.027021263,0.078017569,0.068435118,0.05068161,0.054933294,0.034936281,0.044116754,0.514510001,0.451181302,0.430161239,0.409413985,0.395759673,0.374196844,0.388000004,0.370956015,0.382811934
cas181,-10,15,1900,50,300,250,2.8,0.8,case181,-0.128033034,-0.258569227,-0.38088493,-0.501166199,-0.620304951,-0.733134474,-0.847211627,-0.95606051,-1.063213534,-1.067893049,0.035270895,0.032201813,0.031035804,0,0.027394326,0.026875836,0.025203319,0.024449615,0.023425999,0.023088715,0.006572785,0.006548687,0.0065381,0,0.006611448,0.006596308,0.006494635,0.006438911,0.006275239,0.006304515,-0.104512928,0.117557751,0.121837776,0.10557371,0.109853723,0.103291043,0.117686152,0.14738948,0.140190486,-0.105368929,0.117557753,0.110995069,0.109568396,0.110424399,0.105003033,0.126688455,0.145235215,0.137051799,0.036938584,0.031473204,0.019783111,0.016562793,0.021127182,0.0173481,0.015178869,0.013069386,0.003850951,0.036858279,0.026547002,0.02194645,0.019832081,0.017059015,0.014723886,0.015246309,0.006596809,0.002734868,0.320640444,0.304863787,0.293502365,0.291096168,0.293566481,0.287796246,0.282939115,0.243880085,0.253268983
cas182,20,55,600,70,200,850,0,4,case182,-0.505461765,-0.959180815,-1.393810293,-1.81619086,-2.216638983,-2.594131214,-2.951574862,-3.28383828,-3.581140927,-3.585155547,0.074340133,0.063498253,0.056154294,0.053026761,0.050602571,0.049438887,0.046196205,0.039892182,0.035398461,0.034717652,0.00203579,0.001872278,0.001922016,0.001771845,0.001654357,0.001537798,0.001417188,0.001392591,0.00129178,0.001318458,-0.440922133,0.448830945,0.426802388,0.391251223,0.393476112,0.326458182,0.354881934,0.321427277,0.481105353,-0.456560671,0.436331076,0.413104858,0.397244726,0.379137227,0.345612049,0.351553168,0.322129658,0.483482114,0.407220616,0.497022174,0.206856418,0.174778657,0.171150326,0.170962797,0.134524915,0.111421983,0.077262932,0.486377217,0.41603579,0.294191989,0.223250072,0.205367468,0.258520975,0.119571034,0.104339402,0.080129358,1.276508321,1.295968452,0.828476933,0.848068502,0.872972944,0.848613593,0.733821679,0.803184112,0.747989147
cas183,5,100,3000,85,600,600,2,0.8,case183,-0.236696838,-0.467797019,-0.68569007,-0.889469667,-1.092534543,-1.28848471,-1.48408742,-1.667256262,-1.843244629,-1.856190516,0.190683094,0.17021261,0.15979199,0.150324222,0.142481426,0.135148428,0.128565226,0.12780705,0.121262007,0.118077035,0.005938568,0.005877892,0.005910252,0.005868563,0.005813655,0.005488418,0.005168789,0.005183989,0.004704298,0.004711121,-0.230916045,0.223987469,0.209720752,0.208579413,0.194312717,0.191459349,0.193171348,0.170059289,0.233984135,-0.229774707,0.067758537,0.359387002,0.208008741,0.197849435,0.204186678,0.192030004,0.170915331,0.226280081,0.127809193,0.100038958,0.086078025,0.076727306,0.068661136,0.070693136,0.060225279,0.052285904,0.043595021,0.127506028,0.10138752,-0.00081063,0.074350797,0.06484556,0.063949718,0.065041341,0.058538846,0.04452337,0.486076672,0.432187929,0.419665016,0.400443599,0.386840433,0.386156076,0.377937627,0.367534982,0.354462572
cas184,15,80,1600,70,400,200,0.8,2.8,case184,-0.525702109,-0.99696603,-1.449370865,-1.883280196,-2.29863429,-2.688338229,-3.062281754,-3.415681167,-3.762837504,-3.770400311,0.109172373,0.093555232,0.089158289,0,0.080642508,0.077546214,0.075854621,0.072528883,0.071912591,0.070545659,0.003894053,0.003771851,0.003558443,0,0.003088177,0.002799453,0.002691701,0.002446983,0.002277127,0.002198787,-0.481154276,0.460815,0.437904494,0.404061079,0.399849704,0.391438586,0.342971904,0.345908472,0.506296796,-0.485148966,0.446262939,0.44883092,0.399403163,0.40189944,0.357709067,0.338423048,0.392620121,0.500102648,0.262666174,0.225781493,0.202923745,0.171351302,0.144222005,0.136059634,0.139045421,0.119945967,0.100108506,0.268019069,0.236945134,0.196884929,0.180064819,0.150431457,0.13128155,0.117618601,0.102975475,0.114019901,0.873934943,0.805976327,0.795628869,0.780217051,0.782972206,0.782781164,0.799071786,0.818780403,0.801076516
cas185,-5,10,700,30,600,550,1.6,1.2,case185,-0.103168957,-0.202873382,-0.296896761,-0.389796635,-0.480189848,-0.572244429,-0.659147063,-0.746947516,-0.836143466,-0.83854656,0.020034537,0.019426738,0.018124905,0.017484199,0.017040981,0.016112459,0.015761321,0.015135598,0.014262068,0.014231249,0.001672754,0.001690852,0.001697559,0.001672676,0.001678576,0.00166828,0.001666347,0.001660952,0.001637215,0.001652143,-0.087107531,0.087882981,0.085600314,0.085600304,0.080749627,0.090736338,0.103291018,0.114419086,0.103159362,-0.083683518,0.087882983,0.092448339,0.091306993,0.078752279,0.088453659,0.085885644,0.092448311,0.137684833,0.030153771,0.019807549,0.01289258,0.013407638,0.011879051,0.0068676,0.010559589,0.008698059,0.000708865,0.029306776,0.016836536,0.016741273,0.01056662,0.005369283,0.009599575,0.008390422,0.009024014,0.007007825,0.290443179,0.267626717,0.262722729,0.258752807,0.253537399,0.254839403,0.255956769,0.253138845,0.237671919
cas186,-20,45,3000,35,300,600,1.2,0,case186,-0.05873813,-0.117494354,-0.174945294,-0.227264668,-0.279886032,-0.338884957,-0.393032906,-0.44698223,-0.502945226,-0.509822727,0.050699298,0,0.048781737,0.047605434,0.047262293,0.044413178,0.045868913,0.045526451,0.045091676,0,0,0,0,0,0,0,0,0,0,0,-0.057147424,0.045368166,0.051930852,0.051360179,0.047936176,0.067338909,0.052216185,0.058579049,0.077945787,-0.052867405,0.053642862,0.055640201,0.057922872,0.043941496,0.0547842,0.061917552,0.045653496,0.083452643,0.007728846,0.001914242,0.001254479,0.002105366,0.003891112,0.004833701,0.003922306,0.004357928,0.002684553,0.007867991,0.002808951,0.001505337,0.001763769,0.001931153,0.003994885,0.004623473,0.003358387,0.005533977,0.250767281,0.239893638,0.235578973,0.200336654,0.133651665,0.203000454,0.230791956,0.193102696,0.218026117
cas187,-20,65,2200,90,300,150,3.2,1.6,case187,-0.338307115,-0.648914831,-0.940349994,-1.223484346,-1.493497768,-1.754597242,-2.001755434,-2.240871157,-2.472414511,-2.48059661,0.115731537,0.099867103,0.094722312,0,0.086277023,0.084075555,0.079488241,0.077773953,0.075862843,0.0736678,0.005315128,0.005314197,0.00529553,0,0.004944306,0.004679858,0.004431381,0.004218515,0.00387403,0.004024615,-0.305214988,0.295494373,0.29332373,0.264790297,0.262640068,0.236409732,0.236307655,0.229928664,0.356487104,-0.312807011,0.291897054,0.290470362,0.257192501,0.273251312,0.245837365,0.238367796,0.233326384,0.337446826,0.149095058,0.138273742,0.119480088,0.102964733,0.09076852,0.082990187,0.077186219,0.066306505,0.056588191,0.151344503,0.14122077,0.112069357,0.103395903,0.084909134,0.083637205,0.071430932,0.068605581,0.061417134,0.588961396,0.568016346,0.552748157,0.542555623,0.538620804,0.541844821,0.542875444,0.546744877,0.543661464
cas188,15,85,3000,105,650,650,0.4,3.2,case188,-0.62421678,-1.174980461,-1.701874584,-2.196753331,-2.658369624,-3.098194241,-3.517598161,-3.920748694,-4.306544446,-4.314139298,0.107313177,0.089856535,0.085465009,0,0.077029194,0.073260026,0.070814256,0.068010303,0.06779616,0.066814868,0.006029033,0.005928564,0.005484602,0,0.004479504,0.004008415,0.003690013,0.003469568,0.003188893,0.003264817,-0.576741278,0.528153905,0.515313864,0.465846981,0.450299774,0.419522115,0.392316001,0.410073008,0.555872372,-0.569893258,0.536428622,0.512460487,0.463323201,0.454597473,0.419677189,0.399906772,0.412412609,0.545439686,0.310053848,0.265861466,0.224840101,0.193467572,0.173025272,0.154021938,0.142998348,0.133012448,0.10673055,0.305002409,0.269279957,0.227824932,0.20124923,0.17569462,0.154570605,0.142605329,0.12518042,0.123722301,0.951999088,0.872084254,0.757248421,0.819942169,0.835937425,0.829508137,0.844042401,0.856672038,0.84272556
